owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1010,"Resource Conservation and Development, Natural Resources Conservation Services, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,72428.93,15359.07,0.00,0.00,0.00,0.00,0.00,87788.00,0.00,15359.07,87788.00,0.00,87788.00,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1072,"Watershed and Flood Prevention Operations, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Water resources,790973915.73,51379316.81,635000000.00,0.00,0.00,-3468026.57,-3468026.57,1473885205.97,423445629.20,51379316.81,1050439576.77,159784333.22,1473885205.97,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1090,"Healthy Forests Reserve Program, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,93.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,93.00,0.00,93.00,2019-11-13
Department of Agriculture,Department of Agriculture;Department of Transportation,FY2019Q4,012-1103,"Capital Improvement and Maintenance, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,121049589.65,8139500.72,497702231.00,0.00,0.00,31193600.45,31193600.45,658084921.82,526927314.94,8139500.72,131157606.88,459935820.57,658084921.82,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1104,"Forest and Rangeland Research, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,27858686.60,4426129.63,301000000.00,0.00,0.00,28121030.83,28121030.83,361405847.06,327608016.32,4426129.63,33797830.74,322822162.27,361405847.06,2019-11-13
Department of Agriculture,Corps of Engineers - Civil Works;Department of Agriculture;Department of Defense;Department of the Interior,FY2019Q4,012-1105,"State and Private Forestry, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,107416458.05,8476084.33,285171220.00,0.00,0.00,81967779.87,81967779.87,483031542.25,344357071.67,7351759.33,138674470.58,269038272.77,483031542.25,2020-01-17
Department of Agriculture,Department of Agriculture;Department of the Interior,FY2019Q4,012-1106,"National Forest System, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,180282543.59,29764674.84,2021099000.00,0.00,0.00,96521155.52,96521155.52,2327667373.95,2061957952.57,29764674.84,265709421.38,1924828306.37,2327667373.95,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1115,"Wildland Fire Management, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,138845901.40,240787361.01,3253497843.00,0.00,0.00,133749585.44,133749585.44,3766880690.85,2868119111.28,240787361.01,898761579.57,3137537888.63,3766880690.85,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1117,"Payments to States, Northern Spotted Owl Guarantee, Forest Service, Agriculture",Department of Agriculture,General Government,General purpose fiscal assistance,4395861.98,-4395861.98,99900000.00,0.00,0.00,0.00,0.00,99900000.00,99899984.34,0.00,15.66,100038781.70,99900000.00,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1119,"Management of National Forest Lands for Subsistence Uses, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,47002.83,74135.23,2500000.00,0.00,0.00,0.00,0.00,2621138.06,2532758.62,74135.23,88379.44,1947868.07,2621138.06,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1140,"Agricultural Credit Insurance Fund Program Account,  Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,54030868.77,-5828346.95,401607000.00,0.00,0.00,0.00,0.00,449809521.82,373725284.25,3276848.65,76084237.57,369550406.49,449809521.82,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1143,"Repayable Advances to Agricultural Disaster Relief Fund, Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1144,"Discrimination Claims Settlement, Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,27789687.92,0.00,0.00,0.00,0.00,0.00,0.00,27789687.92,0.00,0.00,27789687.92,0.00,27789687.92,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1230,"Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Energy,Energy supply,36849854.05,882.60,1372237437.00,0.00,0.00,0.00,0.00,1409088173.65,1369565253.73,882.60,39522919.92,1364355480.88,1409088173.65,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1231,"Rural Telephone Bank Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,0.00,0.00,11939613.00,0.00,0.00,0.00,0.00,11939613.00,11939613.00,0.00,0.00,11939613.00,11939613.00,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1232,"Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,634955199.30,7840941.72,310504599.00,0.00,0.00,0.00,0.00,953300740.02,211450151.95,7840941.72,741850588.07,160557334.06,953300740.02,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1336,"Commodity Credit Corporation Export Loans Program Account, Foreign Agricultural Service, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,6042999.20,578041.83,13721636.00,0.00,0.00,0.00,0.00,20342677.03,10747407.29,2539011.30,9595269.74,8014410.56,20342677.03,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1400,"Salaries and Expenses, Agricultural Research Service, Agricullture",Department of Agriculture,Agriculture,Agricultural research and services,62597773.51,13410221.19,1303326000.00,0.00,0.00,142130185.83,142130185.83,1521464180.53,1436188589.47,19469808.69,85275591.06,1304281759.25,1521464180.53,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1401,"Buildings and Facilities, Agricultural Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,335163091.68,0.00,381200000.00,0.00,0.00,0.00,0.00,716363091.68,19356838.10,0.00,697006253.58,39311890.61,716363091.68,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1500,"Research and Education Activities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,524272701.07,12665226.57,972681000.00,0.00,0.00,8679019.98,8679019.98,1518297947.62,917203170.35,16538551.54,601094777.27,744398610.22,1518297947.62,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1501,"Buildings and Facilities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,538386.36,0.00,0.00,0.00,0.00,0.00,0.00,538386.36,0.00,0.00,538386.36,0.00,538386.36,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1502,"Integrated Activities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,25437333.53,1164090.99,143040000.00,0.00,0.00,0.00,0.00,169641424.52,155218757.76,3261646.98,14422666.76,126889636.63,169641424.52,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1600,"Salaries and Expenses, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,552409204.73,6445561.30,1247226000.00,0.00,0.00,228609196.84,228609196.84,2034689962.87,1409659575.39,18244349.53,625030387.48,1279170687.64,2034689962.87,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1601,"Buildings and Facilities, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,43574440.65,1838.47,3175000.00,0.00,0.00,0.00,0.00,46751279.12,1915465.95,1838.47,44835813.17,4289062.15,46751279.12,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1701,"Economic Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,2463416.76,209997.13,87257000.00,0.00,0.00,2239983.48,2239983.48,92170397.37,88701797.16,1154709.45,3468600.21,84894178.74,92170397.37,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1801,"National Agricultural Statistics Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,273052.58,19323890.48,175517000.00,0.00,0.00,21663479.56,21663479.56,216777422.62,216391954.13,19324930.14,385468.49,190889580.90,216777422.62,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1900,"Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,8227644.29,5079749.99,48121739.00,0.00,0.00,0.00,0.00,61429133.28,14779112.08,5190719.84,46650021.20,37040429.58,61429133.28,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1902,"Rural Business Program Account, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,20042456.87,9944668.27,87561224.00,0.00,0.00,0.00,0.00,117548349.14,102868235.74,9944668.27,14680113.40,87073623.49,117548349.14,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1907,"Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,2092473.00,0.00,6076064.00,0.00,0.00,0.00,0.00,8168537.00,6076064.00,0.00,2092473.00,6076064.00,8168537.00,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1908,"Rural Energy for America Program, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Community development,15865516.23,6170127.90,47962843.00,0.00,0.00,0.00,0.00,69998487.13,52852275.03,6170127.92,17146212.10,42193668.06,69998487.13,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1951,"Rural Community Facilities Program Account, Rural Housing Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,7696260.90,4145360.51,374146677.00,0.00,0.00,0.00,0.00,385988298.41,225965528.29,4145360.51,160022770.12,222513232.99,385988298.41,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1953,"Expenses, Rural Housing Assistance Grants, Rural Housing Service",Department of Agriculture,Income Security,Housing assistance,5617884.08,1527926.92,45000000.00,0.00,0.00,0.00,0.00,52145811.00,39536254.00,1527926.92,12609557.00,29320373.50,52145811.00,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1955,"Rural Microentrepreneur Assistance Program, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,795875.68,310379.59,3000000.00,0.00,0.00,0.00,0.00,4106255.27,3765123.00,310379.59,341132.27,2965026.19,4106255.27,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-1980,"Rural Water and Waste Disposal Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,301626198.87,40451566.95,697066795.00,0.00,0.00,0.00,0.00,1039144560.82,771894664.57,40451566.95,267249896.25,593966182.81,1039144560.82,2019-11-13
Department of Agriculture,Department of Agriculture,FY2019Q4,012-2002,"Multi-Family Housing Revitalization Program Account, Rural Housing Service, Agriculture",Department of Agriculture,Income Security,Housing assistance,14090425.24,828758.03,58651496.00,0.00,0.00,0.00,0.00,73570679.27,67099048.04,2320453.55,6471631.23,48850793.36,73570679.27,2019-11-13
