owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Agriculture,Department of Agriculture,FY2021P12,012-1003,"Biomass Research and Development, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Energy,Energy supply,3147001.41,865917.76,0.00,0.00,0.00,0.00,0.00,4012919.17,80640.00,865917.76,3932279.17,1709484.72,4012919.17,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,4904553274.34,373227238.92,3289157445.00,0.00,0.00,26499655.09,26499655.09,8593437613.35,3504155196.70,373227238.92,5089282416.65,3169492998.44,8593437613.35,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1010,"Resource Conservation and Development, Natural Resources Conservation Services, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,72428.93,0.00,0.00,0.00,0.00,0.00,0.00,72428.93,0.00,0.00,72428.93,0.00,72428.93,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1072,"Watershed and Flood Prevention Operations, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Water resources,925212920.49,65254154.56,222150000.00,0.00,0.00,24367823.86,24367823.86,1236984898.91,419036703.60,65254154.56,817948195.31,324352014.70,1236984898.91,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1090,"Healthy Forests Reserve Program, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,93.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,93.00,0.00,93.00,2021-11-15
Department of Agriculture,Department of Agriculture;Department of Transportation,FY2021P12,012-1103,"Capital Improvement and Maintenance, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,139879031.81,17894809.78,140107000.00,0.00,0.00,27775800.58,27775800.58,325656642.17,209771113.18,17894809.78,115885528.99,254503376.77,325656642.17,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1104,"Forest and Rangeland Research, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,38653804.21,4057860.45,258347000.00,0.00,0.00,27840963.02,27840963.02,328899627.68,294289342.13,4057860.45,34610285.55,289712586.33,328899627.68,2021-11-15
Department of Agriculture,Corps of Engineers - Civil Works;Department of Agriculture;Department of Defense;Department of the Interior,FY2021P12,012-1105,"State and Private Forestry, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,191119902.03,9894013.50,262505633.00,0.00,0.00,61592613.71,61592613.71,525112162.24,345996120.38,11086081.33,179116041.86,274901764.86,525112162.24,2022-01-19
Department of Agriculture,Department of Agriculture;Department of the Interior,FY2021P12,012-1106,"National Forest System, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,284536547.15,49130061.40,1777323698.26,0.00,0.00,65014884.10,65014884.10,2176005190.91,1923095732.43,56101392.40,252909458.48,1928027465.57,2176005190.91,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1115,"Wildland Fire Management, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,324919563.18,1183323922.87,3691233500.00,0.00,0.00,98914882.88,98914882.88,5298391868.93,4851337449.22,183323922.87,447054419.71,4653343626.73,5298391868.93,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1117,"Payments to States, Northern Spotted Owl Guarantee, Forest Service, Agriculture",Department of Agriculture,General Government,General purpose fiscal assistance,15.66,0.00,128400000.00,0.00,0.00,0.00,0.00,128400015.66,128400000.00,0.00,15.66,128400000.00,128400015.66,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1119,"Management of National Forest Lands for Subsistence Uses, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,156765.30,48305.49,1099000.00,0.00,0.00,0.00,0.00,1304070.79,1217956.59,48305.49,86114.20,1077798.32,1304070.79,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1121,"Wildfire Suppression Operations Reserve Fund, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,1950000000.00,-1000000000.00,270000000.00,0.00,0.00,0.00,0.00,1220000000.00,0.00,0.00,1220000000.00,0.00,1220000000.00,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1122,"Forest Service Operations, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,0.00,8144331.33,1043252168.74,0.00,0.00,438164.83,438164.83,1051834664.90,1021914767.19,0.00,29919897.71,741154785.68,1051834664.90,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1140,"Agricultural Credit Insurance Fund Program Account,  Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,103309126.69,734709.41,725414478.00,0.00,0.00,0.00,0.00,829458314.10,687748038.40,4775901.35,141710275.70,687617076.32,829458314.10,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1144,"Discrimination Claims Settlement, Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,27789687.92,0.00,0.00,0.00,0.00,0.00,0.00,27789687.92,0.00,0.00,27789687.92,0.00,27789687.92,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1230,"Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Energy,Energy supply,23832025.13,-2443921.17,1419370942.88,0.00,0.00,0.00,0.00,1440759046.84,1409830953.28,280708.57,30928093.56,1407219033.65,1440759046.84,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1231,"Rural Telephone Bank Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,0.00,0.00,2217884.25,0.00,0.00,0.00,0.00,2217884.25,2217884.25,0.00,0.00,2217884.25,2217884.25,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1232,"Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,527098714.97,60789738.95,616873043.46,0.00,0.00,0.00,0.00,1204761497.38,205334158.70,60789738.95,999427338.68,76421301.15,1204761497.38,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1336,"Commodity Credit Corporation Export Loans Program Account, Foreign Agricultural Service, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,0.00,279614.65,27099007.27,0.00,0.00,0.00,0.00,27378621.92,27099007.27,684213.78,279614.65,27351107.86,27378621.92,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1400,"Salaries and Expenses, Agricultural Research Service, Agricullture",Department of Agriculture,Agriculture,Agricultural research and services,96102311.39,16887676.97,1512784000.00,0.00,0.00,160577399.41,160577399.41,1786351387.77,1673346815.75,26763565.08,113004572.02,1509394298.02,1786351387.77,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1401,"Buildings and Facilities, Agricultural Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,109368509.68,906181.28,35700000.00,0.00,0.00,0.00,0.00,145974690.96,45525253.92,906181.28,100449437.04,99540525.65,145974690.96,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1500,"Research and Education Activities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,617331649.31,36210647.62,1015442000.00,0.00,0.00,9742685.89,9742685.89,1678726982.82,1130868746.32,47122237.91,547858236.50,774273862.38,1678726982.82,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1501,"Buildings and Facilities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,538386.36,0.00,0.00,0.00,0.00,0.00,0.00,538386.36,0.00,0.00,538386.36,0.00,538386.36,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1502,"Integrated Activities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,20075561.95,6224805.11,138015000.00,0.00,0.00,0.00,0.00,164315367.06,144692998.74,6839654.92,19622368.32,109939033.82,164315367.06,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1600,"Salaries and Expenses, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,476599739.08,43513965.39,2048300481.00,0.00,0.00,257401572.99,257401572.99,2825815758.46,1463497695.77,44278968.32,1362318062.69,1436338984.02,2825815758.46,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1601,"Buildings and Facilities, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,43937643.55,1883688.61,3175000.00,0.00,0.00,0.00,0.00,48996332.16,5301346.77,1883688.61,43694985.39,6149914.02,48996332.16,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1701,"Economic Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,5433944.17,5093389.66,87476000.00,0.00,0.00,1941726.38,1941726.38,99945060.21,93109042.70,5516502.12,6836017.51,85203702.12,99945060.21,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1801,"National Agricultural Statistics Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,315047.86,24323812.11,183921000.00,0.00,0.00,26494243.96,26494243.96,235054103.93,234546542.34,24325832.33,507561.59,201502250.72,235054103.93,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1900,"Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,19619625.70,3327192.43,82580500.00,0.00,0.00,0.00,0.00,105527318.13,88282143.00,3469825.74,17245175.13,39021286.77,105527318.13,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1902,"Rural Business Program Account, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,27570893.79,8244211.62,77186286.33,0.00,0.00,0.00,0.00,113001391.74,109142117.81,8244211.62,3859273.93,89208751.40,113001391.74,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1907,"Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,2092473.00,0.00,6076.00,0.00,0.00,0.00,0.00,2098549.00,6076.00,0.00,2092473.00,6076.00,2098549.00,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1908,"Rural Energy for America Program, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Community development,8022339.29,6601971.16,57729630.83,0.00,0.00,0.00,0.00,72353941.28,58173644.12,6660858.91,14180297.16,42747686.84,72353941.28,2021-11-15
Department of Agriculture,Department of Agriculture,FY2021P12,012-1951,"Rural Community Facilities Program Account, Rural Housing Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,136141535.21,4281644.25,622978655.00,0.00,0.00,0.00,0.00,763401834.46,214857336.49,4281644.25,548544497.97,146301836.57,763401834.46,2021-11-15
