owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Agriculture,Department of Agriculture,FY2022P12,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,235079203.29,-4709291.46,5561896000.00,0.00,0.00,34634505.34,34634505.34,5826900417.17,920030295.58,44937542.67,4906870121.59,821281031.82,5826900417.17,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1002,"Watershed Rehabilitation Program, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Water resources,46098268.73,4041299.37,119000000.00,0.00,0.00,6701707.31,6701707.31,175841275.41,68081157.35,5913878.70,107760118.06,40307709.51,175841275.41,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1003,"Biomass Research and Development, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Energy,Energy supply,3932279.17,55368.48,0.00,0.00,0.00,0.00,0.00,3987647.65,394685.63,55368.48,3592962.02,1353800.58,3987647.65,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,5089282416.65,482971699.64,3376457445.00,0.00,0.00,7730236.38,7730236.38,8956441797.67,3906191321.52,482971699.64,5050250476.15,3221214312.34,8956441797.67,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1010,"Resource Conservation and Development, Natural Resources Conservation Services, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,72428.93,0.00,0.00,0.00,0.00,0.00,0.00,72428.93,0.00,0.00,72428.93,0.00,72428.93,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1072,"Watershed and Flood Prevention Operations, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Water resources,817948195.31,54920917.14,922150000.00,0.00,0.00,6563141.02,6563141.02,1801582253.47,673292875.30,54920917.14,1128289378.17,252908668.38,1801582253.47,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1090,"Healthy Forests Reserve Program, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,93.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,93.00,0.00,93.00,2022-12-19
Department of Agriculture,Department of Agriculture;Department of Transportation,FY2022P12,012-1103,"Capital Improvement and Maintenance, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,115885528.99,15907710.26,689169000.00,0.00,0.00,21657138.39,21657138.39,842619377.64,237544813.17,15907710.26,605074564.47,197943447.60,842619377.64,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1104,"Forest and Rangeland Research, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,34610285.55,452203.66,386526000.00,0.00,0.00,38741339.38,38741339.38,460329828.59,329712194.36,3652203.66,130617634.23,296094466.29,460329828.59,2022-12-19
Department of Agriculture,Corps of Engineers - Civil Works;Department of Agriculture;Department of Defense;Department of the Interior,FY2022P12,012-1105,"State and Private Forestry, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,178611305.46,16541617.23,3388144080.00,0.00,0.00,114378920.47,114378920.47,3697675923.16,457459659.40,19065341.71,3240216263.76,306094815.04,3697675923.16,2023-02-01
Department of Agriculture,Department of Agriculture;Department of the Interior,FY2022P12,012-1106,"National Forest System, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,252869130.84,22246429.69,3419036000.00,0.00,0.00,59796087.14,59796087.14,3753947647.67,2350298333.16,31251433.69,1403649314.51,1964954285.85,3753947647.67,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1115,"Wildland Fire Management, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,447054419.71,1486613078.56,4898028000.00,0.00,0.00,-33275622.93,-33275622.93,6798419875.34,4324953477.56,268144078.56,2473466397.78,4135524219.11,6798419875.34,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1117,"Payments to States, Northern Spotted Owl Guarantee, Forest Service, Agriculture",Department of Agriculture,General Government,General purpose fiscal assistance,15.66,0.00,116000000.00,0.00,0.00,0.00,0.00,116000015.66,116000000.00,0.00,15.66,116000000.00,116000015.66,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1119,"Management of National Forest Lands for Subsistence Uses, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,86114.20,4336.30,1099000.00,0.00,0.00,0.00,0.00,1189450.50,1108831.70,4336.30,80618.80,1019441.09,1189450.50,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1121,"Wildfire Suppression Operations Reserve Fund, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,1220000000.00,-1220000000.00,1570000000.00,0.00,0.00,0.00,0.00,1570000000.00,0.00,0.00,1570000000.00,0.00,1570000000.00,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1122,"Forest Service Operations, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,29919897.71,26170475.66,1392917913.00,0.00,0.00,2674015.76,2674015.76,1451682302.13,1240070025.76,9934471.66,211612276.37,1075740137.27,1451682302.13,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1140,"Agricultural Credit Insurance Fund Program Account,  Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,141710275.70,-2927633.81,3619062777.00,0.00,0.00,0.00,0.00,3757845418.89,569813411.44,5359807.83,3188032007.45,561469302.02,3757845418.89,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1144,"Discrimination Claims Settlement, Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,27789687.92,-27789687.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1230,"Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Energy,Energy supply,30928093.56,144802.18,11326194512.71,0.00,0.00,0.00,0.00,11357267408.45,618860422.21,144802.18,10738406986.24,616352760.41,11357267408.45,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1231,"Rural Telephone Bank Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,0.00,0.00,2542958.81,0.00,0.00,0.00,0.00,2542958.81,2542958.81,0.00,0.00,2542958.81,2542958.81,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1232,"Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,999427338.68,30436715.48,2556720622.94,0.00,0.00,0.00,0.00,3586584677.10,1265854456.22,30436715.48,2320730220.88,183338664.03,3586584677.10,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1336,"Commodity Credit Corporation Export Loans Program Account, Foreign Agricultural Service, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,279614.65,1298653.78,8905050.50,0.00,0.00,0.00,0.00,10483318.93,9299299.74,1578268.43,1184019.19,7955074.37,10483318.93,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1400,"Salaries and Expenses, Agricultural Research Service, Agricullture",Department of Agriculture,Agriculture,Agricultural research and services,113004572.02,186123626.54,1652482284.00,0.00,0.00,173540798.20,173540798.20,2125151280.76,1982871080.42,193499011.85,142280200.34,1652033117.45,2125151280.76,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1401,"Buildings and Facilities, Agricultural Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,100449437.04,3247905.00,127805000.00,0.00,0.00,0.00,0.00,231502342.04,170061155.29,3247905.00,61441186.75,100081331.42,231502342.04,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1500,"Research and Education Activities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,547858236.50,31301463.59,1306407090.40,0.00,0.00,35961040.80,35961040.80,1921527831.29,1053317564.31,39825663.16,868210266.98,871923207.79,1921527831.29,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1501,"Buildings and Facilities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,538386.36,0.00,0.00,0.00,0.00,0.00,0.00,538386.36,0.00,0.00,538386.36,0.00,538386.36,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1502,"Integrated Activities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,19622368.32,3243189.22,153730000.00,0.00,0.00,0.00,0.00,176595557.54,147472774.91,3928438.63,29122782.63,133295324.07,176595557.54,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1600,"Salaries and Expenses, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,1362318062.69,-64183401.35,1922238711.00,0.00,0.00,248823457.87,248823457.87,3469196830.21,2088561469.23,38035139.80,1380635360.98,1898342538.64,3469196830.21,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1601,"Buildings and Facilities, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,43694985.39,0.00,3175000.00,0.00,0.00,0.00,0.00,46869985.39,17783230.04,0.00,29086755.35,3253873.12,46869985.39,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1701,"Economic Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,6836017.51,6553336.89,87794000.00,0.00,0.00,2237486.35,2237486.35,103420840.75,94375633.61,7280931.75,9045207.14,90906110.75,103420840.75,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1801,"National Agricultural Statistics Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,507561.59,25200262.91,190162000.00,0.00,0.00,26421556.79,26421556.79,242291381.29,241805209.59,25205488.63,486171.70,221924161.03,242291381.29,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1900,"Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,17245175.13,4885660.59,45537500.00,0.00,0.00,0.00,0.00,67668335.72,50671473.00,4983392.75,16996862.72,58078635.70,67668335.72,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1902,"Rural Business Program Account, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,3859273.93,17099735.03,120194223.57,0.00,0.00,0.00,0.00,141153232.53,132021000.21,11736735.03,9132232.32,113132551.11,141153232.53,2022-12-19
Department of Agriculture,Department of Agriculture,FY2022P12,012-1907,"Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,2092473.00,0.00,3063.00,0.00,0.00,0.00,0.00,2095536.00,3063.00,0.00,2092473.00,3063.00,2095536.00,2022-12-19
