owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Agriculture,Department of Agriculture,FY2020P12,012-1072,"Watershed and Flood Prevention Operations, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Water resources,1050439576.77,76241451.38,222050000.00,0.00,0.00,29788392.37,29788392.37,1378519420.52,453306500.03,76241451.38,925212920.49,251594455.62,1378519420.52,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1090,"Healthy Forests Reserve Program, Natural Resources Conservation Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,93.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,93.00,0.00,93.00,2021-04-15
Department of Agriculture,Department of Agriculture;Department of Transportation,FY2020P12,012-1103,"Capital Improvement and Maintenance, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,131157606.88,9052313.31,481800000.00,0.00,0.00,28165051.10,28165051.10,650174971.29,510295939.48,9052313.31,139879031.81,502569021.49,650174971.29,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1104,"Forest and Rangeland Research, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,33797830.74,5708479.96,308000000.00,0.00,0.00,28350658.84,28350658.84,375856969.54,337203165.33,5708479.96,38653804.21,316528163.69,375856969.54,2021-04-15
Department of Agriculture,Corps of Engineers - Civil Works;Department of Agriculture;Department of Defense;Department of the Interior,FY2020P12,012-1105,"State and Private Forestry, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,138674470.58,10533502.03,283055000.00,0.00,0.00,129772478.05,129772478.05,562035450.66,370915548.63,10542680.12,191119902.03,287189366.09,562035450.66,2021-05-14
Department of Agriculture,Department of Agriculture;Department of the Interior,FY2020P12,012-1106,"National Forest System, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,265709421.38,34264601.88,1990392000.00,0.00,0.00,98090047.63,98090047.63,2388456070.89,2103919523.74,34264601.88,284536547.15,1970121912.08,2388456070.89,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1115,"Wildland Fire Management, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,898761579.57,238446281.20,2308785500.00,0.00,0.00,181958263.99,181958263.99,3627951624.76,3303032061.58,238446281.20,324919563.18,3076890008.25,3627951624.76,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1117,"Payments to States, Northern Spotted Owl Guarantee, Forest Service, Agriculture",Department of Agriculture,General Government,General purpose fiscal assistance,15.66,0.00,113200000.00,0.00,0.00,0.00,0.00,113200015.66,113200000.00,0.00,15.66,113200000.00,113200015.66,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1119,"Management of National Forest Lands for Subsistence Uses, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,88379.44,8392.40,2500000.00,0.00,0.00,0.00,0.00,2596771.84,2440006.54,8392.40,156765.30,2736989.75,2596771.84,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1140,"Agricultural Credit Insurance Fund Program Account,  Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,76084237.57,-602367.30,540966665.67,0.00,0.00,0.00,0.00,616448535.94,513139409.25,3718354.65,103309126.69,508560103.93,616448535.94,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1143,"Repayable Advances to Agricultural Disaster Relief Fund, Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1144,"Discrimination Claims Settlement, Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,27789687.92,0.00,0.00,0.00,0.00,0.00,0.00,27789687.92,0.00,0.00,27789687.92,0.00,27789687.92,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1230,"Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Energy,Energy supply,39522919.92,2511919.21,377136043.11,0.00,0.00,0.00,0.00,419170882.24,395338857.11,2511919.21,23832025.13,377378014.62,419170882.24,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1231,"Rural Telephone Bank Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,0.00,0.00,3080274.00,0.00,0.00,0.00,0.00,3080274.00,3080274.00,0.00,0.00,3080274.00,3080274.00,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1232,"Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,741850588.07,14033160.89,521980922.86,0.00,0.00,0.00,0.00,1277864671.82,750765956.85,14033160.89,527098714.97,79973604.95,1277864671.82,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1336,"Commodity Credit Corporation Export Loans Program Account, Foreign Agricultural Service, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,9595269.74,-9595269.74,8668713.04,0.00,0.00,0.00,0.00,8668713.04,8668713.04,373779.35,0.00,7915833.82,8668713.04,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1400,"Salaries and Expenses, Agricultural Research Service, Agricullture",Department of Agriculture,Agriculture,Agricultural research and services,85275591.06,14482642.03,1414426000.00,0.00,0.00,173660476.06,173660476.06,1687844709.15,1591742397.76,22969462.29,96102311.39,1397469799.19,1687844709.15,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1401,"Buildings and Facilities, Agricultural Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,697006253.58,69379.05,192700000.00,0.00,0.00,0.00,0.00,889775632.63,780407122.95,69379.05,109368509.68,66046031.36,889775632.63,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1500,"Research and Education Activities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,601094777.27,22788484.44,974896000.00,0.00,0.00,9995762.40,9995762.40,1608775024.11,991443374.80,27029006.69,617331649.31,730405917.57,1608775024.11,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1501,"Buildings and Facilities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,538386.36,0.00,0.00,0.00,0.00,0.00,0.00,538386.36,0.00,0.00,538386.36,0.00,538386.36,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1502,"Integrated Activities, National Institute of Food and Agriculture, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,14422666.76,3373282.36,132100000.00,0.00,0.00,0.00,0.00,149895949.12,129820387.17,3490539.53,20075561.95,110199448.83,149895949.12,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1600,"Salaries and Expenses, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,625030387.48,30873697.16,1180876000.00,0.00,0.00,216924791.59,216924791.59,2053704876.23,1577105137.15,37421305.74,476599739.08,1457728706.12,2053704876.23,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1601,"Buildings and Facilities, Animal and Plant Health Inspection Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,44835813.17,114444.26,3175000.00,0.00,0.00,0.00,0.00,48125257.43,4187613.88,114444.26,43937643.55,4027069.86,48125257.43,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1701,"Economic Research Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,3468600.21,2781451.54,84757000.00,0.00,0.00,5852684.12,5852684.12,96859735.87,91425791.70,3656004.19,5433944.17,73600746.35,96859735.87,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1801,"National Agricultural Statistics Service, Agriculture",Department of Agriculture,Agriculture,Agricultural research and services,385468.49,16113003.10,180294000.00,0.00,0.00,21455750.39,21455750.39,218248221.98,217933174.12,16114933.13,315047.86,186832769.66,218248221.98,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1900,"Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,46650021.20,3704375.50,44499456.00,0.00,0.00,0.00,0.00,94853852.70,75234227.00,3888227.94,19619625.70,27503210.38,94853852.70,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1902,"Rural Business Program Account, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,14680113.40,8213345.68,120408508.31,0.00,0.00,0.00,0.00,143301967.39,115731073.60,8213345.68,27570893.79,86576924.10,143301967.39,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1907,"Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,2092473.00,0.00,0.00,0.00,0.00,0.00,0.00,2092473.00,0.00,0.00,2092473.00,0.00,2092473.00,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1908,"Rural Energy for America Program, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Community development,17146212.10,4848514.81,47756000.46,0.00,0.00,0.00,0.00,69750727.37,61728388.08,4881979.07,8022339.29,45916316.24,69750727.37,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1951,"Rural Community Facilities Program Account, Rural Housing Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,160022770.12,3595034.09,311311443.00,0.00,0.00,0.00,0.00,474929247.21,338787712.00,3595034.09,136141535.21,285572866.16,474929247.21,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1953,"Expenses, Rural Housing Assistance Grants, Rural Housing Service",Department of Agriculture,Income Security,Housing assistance,12609557.00,1763616.43,47000000.00,0.00,0.00,0.00,0.00,61373173.43,47247187.68,1763616.43,14125985.75,38417344.32,61373173.43,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1955,"Rural Microentrepreneur Assistance Program, Rural Business-Cooperative Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,341132.27,508253.23,7719580.00,0.00,0.00,0.00,0.00,8568965.50,5617371.00,508253.23,2951594.50,5216040.17,8568965.50,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-1980,"Rural Water and Waste Disposal Program Account, Rural Utilities Service, Agriculture",Department of Agriculture,Community and Regional Development,Area and regional development,267249896.25,8254008.54,806481678.12,0.00,0.00,0.00,0.00,1081985582.91,884767902.34,57281378.21,197217680.57,697477016.42,1081985582.91,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-2002,"Multi-Family Housing Revitalization Program Account, Rural Housing Service, Agriculture",Department of Agriculture,Income Security,Housing assistance,6471631.23,2761083.86,64569523.00,0.00,0.00,0.00,0.00,73802238.09,65650475.38,2761083.86,8151762.71,54249562.83,73802238.09,2021-04-15
Department of Agriculture,Department of Agriculture,FY2020P12,012-2006,"Mutual and Self-Help Housing Grants, Rural Housing Service, Agriculture",Department of Agriculture,Income Security,Housing assistance,3460000.78,1198897.82,31000000.00,0.00,0.00,0.00,0.00,35658898.60,32783534.38,1198897.82,2875364.22,30944810.33,35658898.60,2021-04-15
