"Company","Parent","Penalty","Year","Date","Agency","Market_cap","Ticker","price","price_at_time","Market_cap_at_time","Penalty_scaled"
"Albemarle Corporation","albemarle",103600000,2023,2023-09-29,"Securities and Exchange Commission",14372496721.3115,"ALB",121.690002441406,172.399993896484,20361724852.6593,0.00508797760256885
"Northwest Airlines LLC","delta air lines",3.8e+07,2010,2010-07-30,"Justice Department Antitrust Division",24722305737.7049,"DAL",38.189998626709,11.6899995803833,7567524328.15635,0.00502145726292734
"Transcontinental Gas Pipe Line Corporation (Transco)","williams companies",2e+07,2003,2003-03-17,"Federal Energy Regulatory Commission",41647519672.1311,"WMB",34.0299987792969,3.26079988479614,3990720899.80651,0.00501162584458605
"IBP Inc.","tyson foods",14100000,2001,2001-10-12,"Justice Department Environment and Natural Resources Division",15327402049.1803,"TSN",53.1800003051758,9.78999996185303,2821648450.84021,0.00499707892235881
"Citigroup","citigroup",2.85e+08,2011,2011-10-19,"Securities and Exchange Commission",102457683196.721,"C",53.2599983215332,29.8799991607666,57480953518.8131,0.00495816409702949
"PacifiCare Health Systems","unitedhealth group",87300000,2002,2002-04-12,"Justice Department Civil Division",477152997131.148,"UNH",513.22998046875,19.5874996185303,18210616107.7159,0.00479390699818282
"General American Life Insurance Company, Inc.","metlife",7.6e+07,2002,2002-06-25,"Justice Department Civil Division",43547875819.6721,"MET",69.6800003051758,25.6684494018555,16041998308.5521,0.00473756439429893
"Citibank, National Association","citigroup",4e+08,2020,2020-10-07,"Office of the Comptroller of the Currency",102457683196.721,"C",53.2599983215332,44.4099998474121,85432704441.0164,0.00468204773121942
"Regions Bank","regions financial",4.6e+07,2014,2014-06-25,"Federal Reserve",17996450819.6721,"RF",19.25,10.5799999237061,9891036275.27847,0.00465067549241244
"Corning International Kabushiki Kaisha","corning inc.",66500000,2016,2016-05-16,"Justice Department Antitrust Division",23345236065.5738,"GLW",30.3700008392334,18.6900005340576,14366890433.8525,0.00462869820760287
"ConAgra Foods, Inc.","conagra brands",4.5e+07,2007,2007-07-25,"Securities and Exchange Commission",14060909016.3934,"CAG",29.4099998474121,20.4357986450195,9770347055.96028,0.00460577293132574
"Union Pacific Railroad Co.","union pacific",1.02e+08,2008,2008-07-22,"U.S. Attorney-Eastern District of California",148485106557.377,"UNP",242.330001831055,36.2550010681152,22214862609.5006,0.00459152063161435
"Pfizer Inc.","pfizer",784600000,2016,2016-04-27,"Justice Department Civil Division",158401241393.443,"PFE",28.3299999237061,31.3567352294922,175324595826.801,0.00447512795509358
"Wilmington Trust, N.A.","m&t bank",8.8e+07,2020,2020-04-30,"Employee Benefits Security Administration",23811384426.2295,"MTB",142.679992675781,118.559997558594,19786079509.0979,0.00444757133213462
"Conoco Inc.","conocophillips",116500000,2001,2001-12-20,"Justice Department Environment and Natural Resources Division",130891911065.574,"COP",109.669998168945,22.0500068664551,26316837657.9458,0.00442682367517761
"Goldman, Sachs & Co.","goldman sachs",1.1e+08,2003,2003-04-28,"Securities and Exchange Commission",124355557377.049,"GS",379.399993896484,75.870002746582,24867835085.7424,0.00442338465012046
"Merrill Lynch","bank of america",4.15e+08,2016,2016-06-23,"Securities and Exchange Commission",228235527459.016,"BAC",32.9799995422363,13.6099996566772,94186946436.4501,0.00440613073999601
"Charles Schwab Investment Management and Charles Schwab & Co., Inc.","charles schwab corp.",1.18e+08,2011,2011-01-11,"Securities and Exchange Commission",94974234426.2295,"SCHW",63.4799995422363,17.9500007629395,26855507131.4412,0.00439388462941558
"Schering-Plough Corporation","merck",4.35e+08,2006,2006-08-29,"U.S. Attorney-District of Massachusetts",302795834426.229,"MRK",118.879997253418,39.0744285583496,99525357279.6778,0.0043707454249835
"State Street Corporation","state street corp.",1.15e+08,2021,2021-05-13,"U.S. Attorney-District of Massachusetts",22902929508.1967,"STT",73.8399963378906,84.870002746582,26324103286.3919,0.0043686198442873
"MetLife Home Loans LLC","metlife",123500000,2015,2015-02-25,"Justice Department Civil Division",43547875819.6721,"MET",69.6800003051758,45.8021392822266,28624940657.3204,0.0043144194246012
"Chevron USA","chevron",278500000,2003,2003-10-16,"Justice Department Environment and Natural Resources Division",255731292622.951,"CVX",144.919998168945,37,65291594994.4914,0.00426548011307576
"PTC Inc.","ptc inc.",14540000,2016,2016-02-16,"Justice Department Criminal Division",21392263524.5902,"PTC",178.710006713867,28.6299991607666,3427119152.51913,0.00424263042891645
"Oracle Corp.","oracle",199500000,2011,2011-10-06,"Justice Department Civil Division",182549699590.164,"ORCL",114.309997558594,29.5100002288818,47126601274.9822,0.00423327790680096
"ATK Launch Systems Inc.","northrop grumman",36967160,2012,2012-04-23,"Justice Department Civil Division",66095644672.1311,"NOC",463.920013427734,61.810001373291,8806198848.30506,0.00419785660496584
"Citimortgage Inc. and Citibank N.A.","citigroup",3.95e+08,2013,2013-09-25,"Freddie Mac",102457683196.721,"C",53.2599983215332,48.9599990844727,94185659661.963,0.00419384438584042
"DaVita Healthcare Partners, Inc.","unitedhealth group",3.5e+08,2014,2014-10-22,"Justice Department Civil Division",477152997131.148,"UNH",513.22998046875,90.9499969482422,84556758732.7742,0.0041392315084606
"Desert Palace, Inc. d/b/a Caesars Palace","caesars holdings",8e+06,2015,2015-09-08,"Treasury Department Financial Crimes Enforcement Network",9423267213.11475,"CZR",44.0900001525879,9.21000003814697,1968434817.23512,0.00406414270361101
"WellCare Health Plans, Inc.","centene",1e+07,2009,2009-05-18,"Securities and Exchange Commission",40529832377.0492,"CNC",75.4800033569336,4.60500001907349,2472706287.34295,0.00404415196871017
"U.S. Bank","u.s. bancorp",208156501,2013,2013-01-07,"Office of the Comptroller of the Currency",66481224180.3279,"USB",42.4799995422363,33.2200012207031,51989321380.0178,0.00400383185382384
"PTC Inc.","ptc inc.",13622000,2016,2016-02-16,"Securities and Exchange Commission",21392263524.5902,"PTC",178.710006713867,28.6299991607666,3427119152.51913,0.00397476696717331
"DaVita Healthcare Partners, Inc.","unitedhealth group",4.5e+08,2015,2015-06-24,"Justice Department Civil Division",477152997131.148,"UNH",513.22998046875,122.73999786377,114112113628.043,0.00394349018428322
"MetLife Bank","metlife",78536455,2013,2013-01-07,"Office of the Comptroller of the Currency",43547875819.6721,"MET",69.6800003051758,32.0409965515137,20024645993.8694,0.00392198968331545
"Sprint Corp.","t-mobile us",6.8e+07,2015,2015-05-12,"Federal Communications Commission",82858898770.4918,"TMUS",162,33.9700012207031,17374795631.9736,0.0039137150986032
"JPMorgan Chase","jpmorgan chase",6.14e+08,2014,2014-02-04,"Justice Department Civil Division",495457747131.148,"JPM",170.5,54.310001373291,157820005437.539,0.0038905080398252
"Midwest Generation, EME, LLC","nrg energy",16184587,2010,2010-12-16,"National Labor Relations Board",11808269672.1311,"NRG",52.0299987792969,18.5100002288818,4200866412.87441,0.00385267833092693
"Schering-Plough Corporation","merck",5e+08,2002,2002-05-01,"Justice Department Civil Division",302795834426.229,"MRK",118.879997253418,51.851146697998,132068569928.619,0.00378591212330262
"Iron Mountain Incorporated and Iron Mountain Information Management LLC","iron mountain",44500000,2014,2014-12-19,"Justice Department Civil Division",19664554918.0328,"IRM",67.0100021362305,40.2700004577637,11817513957.7073,0.00376559741408026
"Legg Mason Inc.","franklin resources",34500000,2018,2018-08-27,"Securities and Exchange Commission",7616634016.39344,"BEN",26.8799991607666,32.6800003051758,9260104529.44713,0.00372565988756282
"Bank of America","bank of america",4.04e+08,2013,2013-12-02,"Freddie Mac",228235527459.016,"BAC",32.9799995422363,15.8199996948242,109481080196.063,0.00369013531174978
"AdvancePCS","cvs health",137500000,2005,2005-09-08,"U.S. Attorney-Eastern District of Pennsylvania",95779100819.6721,"CVS",74.1900024414062,29.8500003814697,38536273108.5233,0.00356806688630168
"OppenheimerFunds Inc.","invesco",3.5e+07,2012,2012-06-06,"Securities and Exchange Commission",7219544672.13115,"IVZ",15.8199996948242,21.5400009155273,9829898978.96605,0.00356056558413192
"Wells Fargo","wells fargo",5.91e+08,2013,2013-12-30,"Fannie Mae",180655509426.229,"WFC",49.4900016784668,45.5,166090632453.34,0.00355829820905781
"T-Mobile","t-mobile us",2e+08,2020,2020-11-04,"Federal Communications Commission",82858898770.4918,"TMUS",162,111.120002746582,56835068265.1593,0.00351895416166154
"Ameriprise Financial, Inc.","ameriprise financial",1.5e+07,2005,2005-12-01,"Securities and Exchange Commission",39613978278.6885,"AMP",389.459991455078,42.0499992370605,4277121637.50695,0.00350703142703774
"Google Inc.","alphabet inc.",5e+08,2011,2011-08-24,"Food and Drug Administration",1637262670491.8,"GOOGL",148.699996948242,12.9834833145142,142954761264.765,0.0034976099821814
"Mirant Americas Energy Marketing LP","nrg energy",12500000,2004,2004-12-06,"Commodity Futures Trading Commission",11808269672.1311,"NRG",52.0299987792969,15.8000001907349,3585828703.61623,0.00348594454258064
"Quest Diagnostics Inc.","quest diagnostics",13100000,2001,2001-01-03,"Justice Department Civil Division",14327279508.1967,"DGX",127.76000213623,33.734375,3783044862.06848,0.00346281909880319
"Terra Industries Inc.","cf industries",17625000,2011,2011-04-19,"Environmental Protection Agency",14742866803.2787,"CF",76.7699966430664,26.5919990539551,5106712481.80627,0.00345133979302589
"McCann-Erickson Worldwide","interpublic",1.2e+07,2008,2008-05-01,"Securities and Exchange Commission",12488994262.2951,"IPG",32.2299995422363,9.05000019073486,3506838413.31556,0.00342188563762609
"Citibank, National Association","citigroup",3.5e+08,2014,2014-11-11,"Office of the Comptroller of the Currency",102457683196.721,"C",53.2599983215332,53.8899993896484,103669633100.678,0.00337610918001513
"M&T Bank Corp.","m&t bank",6.4e+07,2016,2016-05-13,"Justice Department Civil Division",23811384426.2295,"MTB",142.679992675781,115.110000610352,19210321113.9416,0.00333154243598525
"WorldCom Inc.","verizon communications",5e+08,2003,2003-07-02,"Securities and Exchange Commission",174437320491.803,"VZ",41.2799987792969,35.523250579834,150110969707.995,0.00333086916281088
"Oracle Corporation","oracle",98500000,2006,2006-10-10,"Justice Department Civil Division",182549699590.164,"ORCL",114.309997558594,18.5499992370605,29623802470.8853,0.00332502892215836
"Lockheed Martin Corporation","lockheed martin",37900000,2003,2003-08-27,"Justice Department Civil Division",95803764754.0984,"LMT",431.649993896484,51.3699989318848,11401458039.3318,0.00332413625250875
"Capital One Bank (USA), National Association","capital one financial",8e+07,2020,2020-08-05,"Office of the Comptroller of the Currency",50187818032.7869,"COF",131.089996337891,63.2400016784668,24211440882.5766,0.00330422300713093
"JPMorgan Chase & Company","jpmorgan chase",920200000,2020,2020-09-29,"Commodity Futures Trading Commission",495457747131.148,"JPM",170.5,96.1600036621094,279432368202.649,0.00329310453874354
"JPMorgan Chase & Co.","jpmorgan chase",9.2e+08,2020,2020-09-29,"Justice Department Criminal Division",495457747131.148,"JPM",170.5,96.1600036621094,279432368202.649,0.00329238880204744
"CITIGROUP INC.","citigroup",3.42e+08,2015,2015-05-20,"Federal Reserve",102457683196.721,"C",53.2599983215332,55.3300018310547,106439804309.723,0.00321308369756893
"FLIR Systems, Inc.","teledyne technologies",3e+07,2018,2018-04-24,"State Department Directorate of Defense Trade Controls",19778009016.3934,"TDY",417.920013427734,198.869995117188,9411496052.2176,0.00318759098803757
"Bristol-Myers Squibb Company","bristol-myers squibb",1.5e+08,2004,2004-08-04,"Securities and Exchange Commission",102752828278.689,"BMY",50.2400016784668,23.1399993896484,47326837265.4656,0.00316944906245521
"SunTrust Banks, Inc.","truist financial",1.6e+08,2014,2014-07-25,"Federal Reserve",50219881147.541,"TFC",37.5499992370605,37.8199996948242,50580983442.4591,0.00316324415048228
"Wyeth Pharmaceuticals Inc.","pfizer",490900000,2013,2013-07-30,"Food and Drug Administration",158401241393.443,"PFE",28.3299999237061,28.0265655517578,156704651865.47,0.00313264471830381
"Schering-Plough Corporation","merck",3.45e+08,2004,2004-07-30,"Justice Department Civil Division",302795834426.229,"MRK",118.879997253418,43.3206100463867,110340684470.968,0.00312667989739336
"Franklin Advisers, Inc. and Franklin Templeton Distributors, Inc.","franklin resources",2e+07,2004,2004-12-13,"Securities and Exchange Commission",7616634016.39344,"BEN",26.8799991607666,22.6166667938232,6408589249.16563,0.00312081165173816
"Bank of America Corporation","bank of america",175500000,2012,2012-02-09,"Federal Reserve",228235527459.016,"BAC",32.9799995422363,8.13000011444092,56263034873.1491,0.00311927716653897
"Raymond James & Associates Inc.","raymond james financial",3410000,2000,2000-04-06,"Financial Industry Regulatory Authority",21303884426.2295,"RJF",112.529998779297,5.79629611968994,1097339589.20824,0.00310751569845431
"Verizon Communications","verizon communications",614300000,2018,2018-02-28,"Federal Communications Commission",174437320491.803,"VZ",41.2799987792969,48.0400009155273,203003131878.268,0.00302606168838995
"American Express","american express",99100000,2012,2012-10-01,"Consumer Financial Protection Bureau",107533520901.639,"AXP",185.820007324219,56.8600006103516,32904724050.6891,0.00301172560655237
"Citibank","citigroup",3.1e+08,2014,2014-11-12,"Commodity Futures Trading Commission",102457683196.721,"C",53.2599983215332,53.810001373291,103515738777.084,0.00299471368955371
"Hess Corporation","hess corp.",45850000,2012,2012-04-25,"Environmental Protection Agency",39041363934.4262,"HES",140.270004272461,55.0400009155273,15319288809.0339,0.00299295878363242
"CH2M Hill Companies Ltd.","jacobs solutions",1.9e+07,2013,2013-03-07,"Justice Department Civil Division",17010715573.7705,"J",134.089996337891,50.2400016784668,6373468583.17912,0.00298110828539186
"Capital One Bank (USA), National Association","capital one financial",1e+08,2018,2018-10-23,"Office of the Comptroller of the Currency",50187818032.7869,"COF",131.089996337891,88.5400009155273,33897548086.87,0.00295006587921132
"U.S. Bank","u.s. bancorp",2e+08,2014,2014-06-30,"Justice Department Civil Division",66481224180.3279,"USB",42.4799995422363,43.3600006103516,67858426367.6804,0.00294731267295134
"The Williams Companies, Inc.","williams companies",2e+07,2003,2003-07-29,"Commodity Futures Trading Commission",41647519672.1311,"WMB",34.0299987792969,5.55966377258301,6804179096.23767,0.00293937001321127
"Reliant Energy Services Inc.","nrg energy",22200000,2007,2007-03-06,"U.S. Attorney-Northern District of California",11808269672.1311,"NRG",52.0299987792969,33.5050010681152,7603999562.93621,0.00291951621199564
"Kentucky Utilities Company","ppl corp.",57300000,2013,2013-01-02,"Environmental Protection Agency",18796384426.2295,"PPL",25.4400005340576,26.6659812927246,19702202238.9381,0.00290830432583603
"United Airlines Inc.","united airlines holdings",49458102,2021,2021-02-26,"Justice Department Criminal Division",13457053688.5246,"UAL",40.8400001525879,51.7799987792969,17061856536.7606,0.00289875265880006
